lc_code,inst,faculty,dept
30101864,"Universitas Sam Ratulangi","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S1 Ilmu Komunikasi 1"
30101870,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S1 Teknik 1"
30101871,"Universitas Jenderal Soedirman","Fakultas Ilmu-Ilmu Kesehatan","Prodi S1 Kesehatan Masyarakat 7"
30101876,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Komputer","Program Studi S-1 Informatika 1"
30101876,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Komputer","Program Studi S-1 Informatika 2"
30101886,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ekonomi dan Bisnis","Program Studi S-1 7"
30101891,"Universitas Manado","Fakultas Ilmu Sosial dan Hukum","Prodi S1 Pendidikan Ilmu 4"
30101895,"Politeknik Negeri Fakfak","Jurusan Teknik Perawatan dan Perbaikan Mesin","Program Studi D3 Agroindustri Jurusan Teknik Perawatan dan Perbaikan Mesin"
30101896,"Politeknik Negeri Bali","Jurusan Pariwisata","D3 Perhotelan"
30101897,"Universitas Jambi","Fakultas dan Musik Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Seni Drama Tari 2"
30101905,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknologi Mineral dan Energi","Program Studi S1 Teknik Metalurgi Jurusan Teknik Pertambangan"
30101908,"Universitas Lampung","Fakultas Jurusan Matematika","Prodi S1 Matematika 2"
30101913,"Politeknik Negeri Pontianak","Jurusan Teknologi Pertanian","D3 Teknologi Pengolahan Hasil Perkebunan PDD Kab. Kapuas Hulu"
30101915,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Ekonomi dan Bisnis","Program Studi S1 2"
30101919,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Budidaya Tanaman",NULL
30101921,"Universitas Pendidikan Ganesha","Fakultas Teknik dan Kejuruan","Program Studi S1 Pendidikan Kesejahteraan 2"
30101925,"Universitas Sam Ratulangi","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S1 Ilmu 2"
30101932,"Politeknik Perikanan Negeri Tual","Jurusan Rekayasa Perikanan dan Kelautan","Program Studi D4 Manajemen Rekayasa Perikanan Tangkap"
30101934,"Universitas Pattimura","Fakultas Pendidikan Guru Sekolah Dasar Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan Universitas Pattimura","Prodi S1 6"
30101936,"Politeknik Negeri Lhokseumawe","Jurusan Bisnis",NULL
30101938,"Universitas Pendidikan Ganesha","Fakultas Teknik dan Kejuruan","Program Studi S1 Pendidikan Teknik Elektro 2"
30101940,"Politeknik Negeri Banyuwangi","Jurusan Teknik Sipil","D4 Teknologi Rekayasa Konstruksi Jalan dan Jembatan Jurusan Teknik Sipil"
30101941,"Politeknik Negeri Manado","Jurusan Teknik Elektro","D3 Teknik Listrik Jurusan Teknik Elektro"
30101943,"Politeknik Negeri Media Kreatif","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30101944,"Politeknik Negeri Madiun","Jurusan Teknik","D3 Teknologi Informasi Jurusan Teknik"
30101951,"Politeknik Negeri Semarang","Jurusan Teknik Sipil","Program Studi D4"
30101952,"Politeknik Negeri Samarinda","Jurusan Administrasi Bisnis","D4 Manajemen Pemasaran Jurusan Administrasi Bisnis"
30101953,"Politeknik Negeri Balikpapan","Bagian Perencanaan Keuangan dan Umum",NULL
30101954,"Politeknik Negeri Fakfak","Bagian Perencanaan Keuangan dan Umum",NULL
30101957,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ekonomi dan Bisnis","Program Studi D-III 2"
30101958,"Universitas Pendidikan Ganesha","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan 2"
30101964,"Politeknik Manufaktur Negeri Bandung","Bagian Akademik dan Kemahasiswaan","Subbagian Akademik Bagian Akademik dan Kemahasiswaan"
30101973,"Politeknik Negeri Bengkalis","Jurusan Teknik Perkapalan","Program Studi D3 Teknik Perkapalan"
30101976,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D4-Teknologi Rekayasa Pengelasan dan Fabrikasi"
30101977,"Universitas Lampung","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial","Prodi S1 1"
30101977,"Universitas Lampung","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial","Prodi S1 2"
30101978,"Universitas Sam Ratulangi","Fakultas Matematika dan Ilmu Pengetahuan Alam","S1 Biologi Jurusan Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam"
30101979,"Institut Seni Budaya Indonesia","Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6"
30101981,"Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan"
30101989,"Universitas Samudra","Fakultas Prodi S1 Pendidikan Kimia Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Kimia Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30101990,"Universitas Mulawarman","Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4"
30101992,"Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan",NULL
30101996,"Politeknik Negeri Media Kreatif",NULL,"Unit Penunjang Akademik Perpustakaan"
30101998,"Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis"
30102000,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Teknik Otomotif Pendidikan Teknik 2"
30102001,"Universitas Tidar","Fakultas llmu Jurusan Ilmu Administrasi Negara","Prodi S1 Ilmu Administrasi Negara 4"
30102002,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D4"
30102006,"Politeknik Negeri Ambon","Jurusan Administrasi Niaga",NULL
30102008,"Universitas Jember","Fakultas Matematika Dan Ilmu Pengetahuan Alam","Program Studi Sarjana (S1) 1"
30102014,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S2 Teknik 1"
30102018,"Universitas Tanjungpura","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4"
30102019,"Universitas Lampung","Fakultas Musik Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan 1"
30102030,"Politeknik Negeri Jember","Bagian Keuangan dan Umum","Subbagian Umum"
30102031,"Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimura","Prodi S1 Farmasi Jurusan Kimia Fakultas 5"
30102033,"Politeknik Negeri Jakarta","Jurusan Teknik Mesin","D3 Teknik Mesin"
30102036,"Politeknik Negeri Pontianak","Jurusan Teknik Sipil","D4 Teknologi Rekayasa Konstruksi Jalan dan Jembatan"
30102039,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Informatika dan Bisnis","D4 Program Studi Teknologi Rekayasa Perangkat Lunak"
30102041,"Politeknik Negeri Banjarmasin","Jurusan Teknik Sipil dan Kebumian","D3 Teknik Pertambangan"
30102043,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) Administrasi 3"
30102043,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) Administrasi 4"
30102044,"Universitas Palangka Raya","Fakultas Pertanian Kehutanan dan Perikanan","Prodi S1"
30102046,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro","D4 Teknologi Rekayasa Jaringan Telekomunikasi"
30102051,"Universitas Sam Ratulangi","Fakultas Kedokteran","Dosen S1 Program Studi Pendidikan dokter Spesialis-1 Anestesiologi 2"
30102052,"Universitas Bangka Belitung","Fakultas Ilmu Sosial dan llmu Politik","Prodi S1 Sosiologi Jurusan Sosiologi 1"
30102052,"Universitas Bangka Belitung","Fakultas Ilmu Sosial dan llmu Politik","Prodi S1 Sosiologi Jurusan Sosiologi 3"
30102056,"Politeknik Negeri Bengkalis","Bagian Akademik Kemahasiswaan Perencanaan dan Kerja Sama",NULL
30102058,"Politeknik Negeri Lhokseumawe","Jurusan Bisnis","Program Studi D4-Akuntansi Lembaga Keuangan Syariah"
30102060,"Universitas Manado","Fakultas Matematika Ilmu Pengetahuan Alam dan Kebumian","Prodi. S1 Pendidikan Kimia Jurusan Pendidikan Kimia Fakultas Matematika Ilmu Pengetahuan Alam dan Kebumian"
30102061,"Politeknik Negeri Subang",NULL,"UPA PENGEMBANGAN KARIER DAN KEWIRAUSAHAAN"
30102065,"Politeknik Negeri Pontianak","Jurusan Teknologi Pertanian","D3 Pengelolaan Hasil Perkebunan PSDKU Kab. Sanggau"
30102066,"Politeknik Negeri Bandung","Jurusan Teknik Elektro","D4 Teknik Telekomunikasi Jurusan Teknik Elektro"
30102067,"Politeknik Negeri Lhokseumawe","Jurusan Teknologi Informasi dan Komputer","Program Studi D4-Teknologi Rekayasa Komputer Jaringan"
30102068,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","Prodi S1"
30102069,"Universitas Manado","Fakultas Ilmu Sosial dan Hukum","Prodi S1 Pendidikan Sejarah 5"
30102074,"Politeknik Negeri Tanah Laut","Jurusan Komputer dan Bisnis","D4 Akuntansi Perpajakan Jurusan Komputer dan Bisnis"
30102075,"Politeknik Negeri Malang","Jurusan Teknik Elektro","D4 Teknik Elektronika Jurusan Teknik Elektro"
30102079,"Politeknik Negeri Lampung","Jurusan Budidaya Tanaman Perkebunan","Program Studi S1 Tr. Produksi dan Manajemen Industri Perkebunan-Jurusan Budidaya Tanaman 1"
30102082,"Politeknik Negeri Bali","Jurusan Teknik Elektro","D4 Teknik Otomasi"
30102083,"Politeknik Negeri Madiun","Jurusan Akuntansi","D4 Akuntansi Sektor Publik Jurusan Akuntansi"
30102088,"Universitas Manado","Fakultas Ilmu Pendidikan dan Psikologi","S1 Bimbingan Konseling Jurusan Psikologi Pendidikan dan Bimbingan Fakultas Ilmu Pendidikan dan Psikologi"
30102090,"Politeknik Negeri Bali","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Utilitas"
30102092,"Politeknik Negeri Sriwijaya","Jurusan Teknik Elektro","D3 Teknik Telekomunikasi Jurusan Teknik Elektro"
30102093,"Politeknik Negeri Jakarta","Jurusan Teknik Informatika dan Komputer","D4 Teknik Multimedia dan Jaringan"
30102094,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Rekayasa Mesin","D4 Teknik Mesin dan Manufaktur"
30102097,"Universitas Jenderal Soedirman","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S2 Fisika 1"
30102101,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Sipil","Program Studi D4-Teknologi Rekayasa Konstruksi Bangunan Gedung"
30102102,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknologi Mineral dan Energi","Program Studi S1 Teknik Perminyakan Jurusan Teknik Perminyakan"
30102104,"Politeknik Negeri Lampung","Jurusan Peternakan","Program Studi D3 Perikanan Tangkap"
30102106,"Universitas Pendidikan Ganesha","Fakultas Ilmu Pendidikan","Program Studi S1 Pendidikan Guru Pendidikan Anak 1"
30102108,"Politeknik Negeri Kupang","Jurusan Teknik Elektro","D3 Teknik Elektronika Jurusan Teknik Elektro"
30102109,"Universitas Sriwijaya","Fakultas Peternakan Fakultas Pertanian","Program Studi S1 Peternakan Jurusan Teknologi dan Industri 1"
30102110,"Politeknik Negeri Medan","Jurusan Administrasi Niaga","D4 Manajemen Bisnis"
30102113,"Universitas Pembangunan Nasional Veteran" Jawa Timur"","Fakultas Ekonomi dan Bisnis","Prodi S1"
30102115,"Politeknik Negeri Bengkalis","Pusat Penelitian dan Pengabdian kepada Masyarakat",NULL
30102118,"Universitas Jambi","Fakultas Kedokteran dan Ilmu Kesehatan","Prodi S1 Kedokteran Fakultas 1"
30102119,"Politeknik Negeri Jakarta","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Manufaktur"
30102121,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Rekayasa Pertanian Dan Komputer","Program Studi Teknologi Mekanisasi Pertanian"
30102125,"Politeknik Negeri Sriwijaya","Jurusan Administrasi Bisnis",NULL
30102126,"Universitas Lambung Mangkurat","FAKULTAS PERIKANAN DAN ILMU KELAUTAN","Prodi S1"
30102127,"Universitas Sam Ratulangi","Fakultas Pertanian","Program Studi S1 Ilmu dan Teknologi Pangan Jurusan Teknologi 2"
30102131,"Politeknik Negeri Kupang","Jurusan Administrasi Binis","S2 Pemasaran Inovasi & Teknologi Jurusan Administrasi Bisnis"
30102133,"Politeknik Negeri Kupang","Bagian Perencanaan Keuangan dan Umum",NULL
30102135,"Politeknik Negeri Sriwijaya","Jurusan Teknik Komputer",NULL
30102138,"Politeknik Negeri Padang","Jurusan Teknik Mesin","D3 Teknik Mesin Jurusan Teknik Mesin"
30102139,"Politeknik Negeri Bali","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis"
30102140,"Universitas Jember","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30102144,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi D4 Teknik Sipil Bangunan Gedung 6"
30102145,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Kesehatan","Program Studi D-III Keperawatan 2"
30102153,"Politeknik Negeri Sriwijaya","Jurusan Teknik Sipil","D4 Teknologi Produksi Tanaman Perkebunan Jurusan Teknik Sipil"
30102156,"Universitas Negeri Makassar","Fakultas Bahasa dan Sastra","Program Studi S1 Sastra Inggris Jurusan Bahasa 1"
30102158,"Universitas Jambi","Fakultas Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2"
30102159,"Universitas Sriwijaya","Fakultas Masyarakat Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 Pendidikan 3"
30102160,"Politeknik Negeri Padang","Jurusan Teknik Sipil","D4 Perancangan Irigasi dan Rawa Jurusan Teknik Sipil"
30102162,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) Administrasi 2"
30102162,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) Administrasi 3"
30102163,"Politeknik Negeri Manado","Jurusan Pariwisata","D4 Perhotelan Jurusan Pariwisata"
30102168,"Universitas Jambi","Fakultas Teknologi","Prodi S1 Fisika Fakultas Sains dan 1"
30102170,"Universitas Borneo Tarakan","Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 2"
30102171,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 1"
30102172,"Universitas Sriwijaya","Fakultas Pendidikan Bahasa dan Sastra Indonesia Jurusan Pendidikan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 2"
30102177,"Universitas Pembangunan Nasional Veteran" Jawa Timur"","Fakultas Ilmu Sosial Budaya dan Politik","Prodi D4"
30102181,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","Prodi S1"
30102185,"Politeknik Negeri Fakfak","Jurusan Teknik Perawatan dan Perbaikan Mesin",NULL
30102187,"Politeknik Negeri Balikpapan","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum Bagian Perencanaan Keuangan dan Umum"
30102188,"Politeknik Negeri Nusa Utara","Jurusan Teknologi Informasi","Program Studi D3 Sistem Informasi"
30102189,"Institut Seni Indonesia Padang","Fakultas Seni Pertunjukan","Program Studi S1 Seni Karawitan Jurusan 1"
30102193,"Politeknik Pertanian Negeri Pangkajene Kepulauan","Jurusan Peternakan",NULL
30102195,"Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D4 Bisnis Digital"
30102196,"Politeknik Pertanian Negeri Teknologi Produksi Pertanian","Jurusan Teknologi Produksi Pertanian",NULL
30102200,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S1 Teknik 1"
30102201,"Universitas Riau","Fakultas Prodi S1 Pendidikan Biologi Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Biologi Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30102202,NULL,"Fakultas Ilmu Sosial dan Ilmu Budaya","Prodi S1 Sosiologi"
30102205,"Politeknik Negeri Jember","Jurusan Teknologi Informasi","D3 Teknik Komputer Jurusan Teknologi Informasi"
30102210,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Kedokteran","Program Studi S-1 Kedokteran 14"
30102211,"Universitas Sriwijaya","Fakultas Jurusan Farmasi Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Farmasi 8"
30102214,"Universitas Sriwijaya","Fakultas Fakultas Kesehatan Masyarakat","Program Studi S2 Kesehatan Masyarakat 2"
30102215,"Universitas Lampung","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30102216,"Universitas Sultan Ageng","Fakultas Ekonomi dan Bisnis","Prodi D3 Akuntansi Fakultas Ekonomi dan 1"
30102218,"Politeknik Negeri Jakarta","Bagian Keuangan dan Umum",NULL
30102223,"Politeknik Pertanian Negeri Samarinda","Jurusan Lingkungan dan Kehutanan",NULL
30102231,"Politeknik Pertanian Negeri Kupang","Jurusan Peternakan",D3
30102233,"Universitas Lampung","Fakultas Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan Tari 2"
30102521,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Mesin","D3 Teknik Mesin"
30102524,"Universitas Bangka Belitung","Fakultas Ekonomi dan Bisnis","Prodi S2 Magister Manajemen Jurusan 4"
30102527,"Universitas Riau","Fakultas Jurusan Teknologi Hasil Perikanan","Prodi S1 Teknologi Hasil Perikanan 4"
30102528,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi S1 Tr. Pengelolaan Perhotelan"
30102530,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Elektro","D4 PJJ Teknik Telekomunikasi Jurusan Teknik Elektro"
30102532,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi S1 Tr. Teknologi Rekayasa Internet"
30102534,"Politeknik Negeri Banjarmasin","Jurusan Teknik Mesin","D3 Teknik Mesin"
30102537,"Universitas Lambung Mangkurat","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Pendidikan Profesi Ners Fakultas Kedokteran dan Ilmu 7"
30102539,"Politeknik Negeri Nusa Utara","Bagian Akademik dan Kemahasiswaan",NULL
30102540,"Politeknik Negeri Bengkalis",NULL,"Unit Penunjang Akademik Perpustakaan"
30102544,"Universitas Tadulako","Fakultas Administrasi","Prodi S2 Administrasi Publik Jurusan 4"
30102545,"Politeknik Negeri Batam","Jurusan Teknik Informatika","S2 Terapan Teknik Komputer"
30102556,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Rekayasa Mesin","D3 Teknik Perancangan Mekanik"
30102557,NULL,"Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi D3 Perpajakan"
30102559,"Universitas Mulawarman","Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 2"
30102561,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro","D4 Teknik Otomasi Listrik Industri"
30102562,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 3"
30102563,"Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D3 Seni Kuliner"
30102575,"Politeknik Negeri Medan","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30102582,"Politeknik Negeri Fakfak","Jurusan Teknik Perawatan dan Perbaikan Mesin","Program Studi D3 Teknik Perawatan dan Perbaikan Mesin Jurusan Teknik Perawatan 3"
30102583,"Politeknik Negeri Cilacap","Jurusan Komputer dan Bisnis","Program Studi Rekayasa Keamanan Siber"
30102586,"Politeknik Negeri Bengkalis","Jurusan Teknik Elektro","Program Studi D4 Teknik Listrik"
30102594,"Politeknik Negeri Semarang","Bagian Akademik Kemahasiswaan dan Kerja Sama","Subbagian Akademik"
30102595,"Politeknik Negeri Medan","Bagian Perencanaan Keuangan dan Umum",NULL
30102598,"Universitas Sriwijaya","Fakultas Bagian Kebidanan dan Kandungan","Program Studi Sp-1 Ilmu Kebidanan Dan Penyakit Kandungan 20"
30102599,"Universitas Bangka Belitung","Fakultas Ekonomi dan Bisnis","Prodi S1 Akuntansi Jurusan Akuntansi Fakultas 1"
30102603,"Universitas Tanjungpura","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kearsipan Jurusan Ilmu 4"
30102605,"Universitas Riau","Fakultas Anak Usia Dini Jurusan Ilmu Pendidikan","Prodi S1 Pendidikan Guru Pendidikan 1"
30102607,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Geografi Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30102609,"Politeknik Negeri Lampung","Jurusan Peternakan","Program Studi S1 Tr. Teknologi Pakan ternak"
30102614,"Politeknik Negeri Cilacap","Jurusan Rekayasa Mesin dan Industri Pertanian","Program Studi Teknik Mesin"
30102617,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro","D3 Teknik Listrik"
30102619,"Universitas Sultan Ageng","Fakultas Ekonomi dan Bisnis","Jurusan S1 Ekonomi 2"
30102620,"Universitas Riau","Fakultas Jurusan Ilmu Pendidikan","Prodi S1 Pendidikan Luar Sekolah 3"
30102624,"Universitas Manado","Fakultas Ilmu Sosial dan Hukum","Prodi S1 2"
30102624,"Universitas Manado","Fakultas Ilmu Sosial dan Hukum","Prodi S1 5"
30102626,"Politeknik Negeri Sriwijaya",NULL,"Unit Penunjang Akademik Pengembangan Karier dan Kewirausahaan"
30102628,"Universitas Negeri Makassar","Fakultas Ilmu Sosial","Program Studi S1 Hukum Bisnis Jurusan Pendidikan 1"
30102630,"Politeknik Negeri Ketapang","Jurusan Teknik Mesin","D3 Pemeliharaan Mesin Jurusan Teknik Mesin"
30102634,"Politeknik Negeri Medan","Jurusan Teknik Mesin","D3 Teknik Mesin"
30102635,"Politeknik Negeri Manado","Bagian Akademik Kemahasiswaan dan Kerja Sama","Subbagian Akademik Bagian Akademik Kemahasiswaan dan Kerja Sama"
30102638,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Studi S1 Matematika Jurusan Matematika"
30102639,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknologi Multimedia Kreatif","D4 Teknologi Rekayasa Multimedia Jurusan Teknologi Multimedia Kreatif"
30102646,"Politeknik Negeri Bandung","Jurusan Teknik Sipil","D4 Teknik Perawatan Dan Perbaikan Gedung Jurusan Teknik Sipil"
30102653,"Politeknik Negeri Pontianak","Jurusan Ilmu Kelautan dan Perikanan","D3 Budidaya Ikan PSDKU Kab. Sukamara"
30102655,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","Prodi S1"
30102660,"Politeknik Negeri Pontianak","Jurusan Akuntansi","D3 Akuntansi PSDKU Kab. Sanggau"
30102663,"Politeknik Negeri Bandung","Jurusan Teknik Komputer dan Informatika","D3 Teknik Informatika Jurusan Teknik Komputer dan Informatika"
30102667,"Politeknik Negeri Indramayu","Jurusan Teknik Informatika",NULL
30102671,"Politeknik Negeri Bandung","Jurusan Akuntansi","D4 Akuntansi Manajemen Pemerintahan Jurusan Akuntansi"
30102674,"Politeknik Negeri Madura","Jurusan Rekayasa Mesin dan Industri",NULL
30102677,"Politeknik Negeri Medan","Jurusan Akuntansi","D4 Akuntansi Keuangan Publik"
30102679,"Politeknik Negeri Ambon","Jurusan Teknik Mesin",NULL
30102683,"Universitas Riau","Fakultas Ilmu Administrasi","Prodi S1 Ilmu Administrasi Publik Jurusan Ilmu 5"
30102685,"Politeknik Negeri Banyuwangi","Bagian Akademik Kemahasiswaan dan Kerja Sama","Subbagian Akademik Bagian Akademik Kemahasiswaan dan Kerja Sama"
30102686,"Universitas Jember","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30102695,"Universitas Tanjungpura","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan 4"
30102713,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Kedokteran","Program Studi Profesi Dokter 19"
30102714,"Universitas Sriwijaya","Fakultas Konseling Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 Bimbingan dan 1"
30102715,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Peternakan dan Kesehatan Hewan","Program Studi Paramedik Veteriner"
30102719,"Institut Seni Indonesia Padang","Fakultas Seni Rupa dan Desain","Program Studi D4 Desain Mode 3"
30102721,"Universitas Tidar","Fakultas llmu Komunikasi","Prodi S1 Ilmu Komunikasi Jurusan Ilmu 10"
30102726,"Politeknik Pertanian Negeri Kupang","Jurusan Manajemen Pertanian Lahan Kering",D4
30102729,"Politeknik Negeri Jakarta","Jurusan Teknik Sipil",NULL
30102731,"Politeknik Negeri Ambon","Jurusan Teknik Mesin","Program Studi D-IV Teknik Produksi Migas Jurusan Teknik Mesin"
30102732,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Teknik Elektronika Pendidikan 2"
30102733,"Universitas Jambi","Fakultas Fakultas Peternakan dan Perikanan","Prodi S1 Pemanfaatan Sumberdaya Perikanan 4"
30102734,"Universitas Manado","Fakultas Bahasa dan Seni","Prodi S1 Pendidikan Seni 6"
30102736,"Politeknik Negeri Samarinda","Jurusan Teknik Elektro","D4 Teknik Listrik"
30102738,"Universitas Cenderawasih","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Kesejahteraan Sosial 7"
30102744,"Politeknik Negeri Madura","Jurusan Teknologi Kemaritiman",NULL
30102750,"Universitas Bangka Belitung","Fakultas Sains dan Teknik","Prodi S1 Perencanaan Wilayah dan Kota 1"
30102750,"Universitas Bangka Belitung","Fakultas Sains dan Teknik","Prodi S1 Perencanaan Wilayah dan Kota 3"
30102754,"Universitas Bangka Belitung","Fakultas Kedokteran dan Ilmu Kesehatan","Prodi D-III Keperawatan 3"
30102755,"Politeknik Elektronika Negeri Multimedia Kreatif","Jurusan Teknologi Multimedia Kreatif",NULL
30102757,"Politeknik Elektronika Negeri dan Komputer","Jurusan Teknik Informatika dan Komputer",NULL
30102763,"Politeknik Negeri Tanah Laut","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30102764,"Universitas Manado","Fakultas Matematika Ilmu Pengetahuan Alam dan Kebumian","Prodi. S1 Pendidikan Biologi Jurusan Pendidikan Biologi Fakultas Matematika Ilmu Pengetahuan Alam dan Kebumian"
30102765,"Politeknik Negeri Pontianak","Jurusan Teknik Elektro","D3 Teknologi Informasi PSDKU Kab. Sukamara"
30102773,"Politeknik Negeri Batam","Jurusan Manajemen Bisnis","D4 Logistik Perdagangan Internasional"
30102779,"Politeknik Negeri Semarang","Jurusan Teknik Elektro","Program Studi D4"
30102784,"Universitas Pendidikan Ganesha","Fakultas Hukum dan Ilmu Sosial","Program Studi S1 Ilmu 1"
